queue_no,registry_key,title,document_type,language,authority_level,domain_scope,source_type,summary,content_text,category,source_url,author,year,review_bucket,planned_import_stage,tags
11,a4459c8e000f,إدارة الأوقاف في عهد الانتداب البريطاني,administrative_reference,ar,semi_official,historical,external_fetch,"في عهد الانتداب البريطاني على فلسطين، كانت الأوقاف الإسلامية تدار من قبل المجلس الإسلامي الأعلى.

النظام الإداري:
- المجلس الإسلامي الأعلى: أدار الأوقاف الإسلامية
- الكنائس المسيحية: أدارت الأوقاف المسيحية
- السنة: 1937

التحديات:
1. السيطرة البريطانية: محاولات السيطرة على الأوقاف
2. المصادرة: مصادرة بعض الأراضي الوقفية
3. التوثيق: صعوبات في تسجيل الأوقاف

الأهمية: هذه الفترة شهدت محاولات لتنظيم الأوقاف وفق النظام القانوني البريطاني، مع الحفاظ على الطابع الإسلامي للإدارة.","العنوان: إدارة الأوقاف في عهد الانتداب البريطاني
المصدر: https://badil.org/publications/al-majdal/issues/items/409.html
ملخص/مقتطف مسترد: في عهد الانتداب البريطاني على فلسطين، كانت الأوقاف الإسلامية تدار من قبل المجلس الإسلامي الأعلى.

النظام الإداري:
- المجلس الإسلامي الأعلى: أدار الأوقاف الإسلامية
- الكنائس المسيحية: أدارت الأوقاف المسيحية
- السنة: 1937

التحديات:
1. السيطرة البريطانية: محاولات السيطرة على الأوقاف
2. المصادرة: مصادرة بعض الأراضي الوقفية
3. التوثيق: صعوبات في تسجيل الأوقاف

الأهمية: هذه الفترة شهدت محاولات لتنظيم الأوقاف وفق النظام القانوني البريطاني، مع الحفاظ على الطابع الإسلامي للإدارة.",historical,https://badil.org/publications/al-majdal/issues/items/409.html,,,P2_MINISTRY_ADMINISTRATIVE_REVIEW,stage_02_reference_documents_in_review_after_p1,historical;historical;P2_MINISTRY_ADMINISTRATIVE_REVIEW;old_db_recovered;kb05
12,95100ac3c3f4,الأوقاف والسياسة في مصر - إبراهيم البيومي غانم,administrative_reference,ar,semi_official,historical,manual,"كتاب 'الأوقاف والسياسة في مصر' للدكتور إبراهيم البيومي غانم من الدراسات المهمة التي تتناول العلاقة بين الأوقاف والسلطة السياسية في مصر. نُشر الكتاب عام 1998م.

يتناول الكتاب تاريخ الأوقاف في مصر منذ الفتح الإسلامي حتى نهاية القرن العشرين، مع التركيز على العلاقة بين الأوقاف والدولة. يعرض الكتاب كيف استخدمت الدولة الأوقاف كأداة سياسية، وكيف قاومت الأوقاف محاولات السيطرة عليها.

من أهم موضوعات الكتاب:
1. دور الأوقاف في الاستقلال الاقتصادي للمؤسسات الدينية والتعليمية عن الدولة.
2. محاولات الدولة للسيطرة على الأوقاف عبر التاريخ (الدولة الأيوبية، المملوكية، العثمانية، دولة محمد علي، والدولة الحديثة)","العنوان: الأوقاف والسياسة في مصر - إبراهيم البيومي غانم
المؤلف/الجهة: إبراهيم البيومي غانم
السنة: 1998
ملخص/مقتطف مسترد: كتاب 'الأوقاف والسياسة في مصر' للدكتور إبراهيم البيومي غانم من الدراسات المهمة التي تتناول العلاقة بين الأوقاف والسلطة السياسية في مصر. نُشر الكتاب عام 1998م.

يتناول الكتاب تاريخ الأوقاف في مصر منذ الفتح الإسلامي حتى نهاية القرن العشرين، مع التركيز على العلاقة بين الأوقاف والدولة. يعرض الكتاب كيف استخدمت الدولة الأوقاف كأداة سياسية، وكيف قاومت الأوقاف محاولات السيطرة عليها.

من أهم موضوعات الكتاب:
1. دور الأوقاف في الاستقلال الاقتصادي للمؤسسات الدينية والتعليمية عن الدولة.
2. محاولات الدولة للسيطرة على الأوقاف عبر التاريخ (الدولة الأيوبية، المملوكية، العثمانية، دولة محمد علي، والدولة الحديثة)",historical,,إبراهيم البيومي غانم,1998,P2_MINISTRY_ADMINISTRATIVE_REVIEW,stage_02_reference_documents_in_review_after_p1,historical;historical;P2_MINISTRY_ADMINISTRATIVE_REVIEW;old_db_recovered;kb05
13,730f90ef94c7,تاريخ إدارة الأوقاف في فلسطين,administrative_reference,ar,semi_official,historical,external_fetch,"مرت إدارة الأوقاف في فلسطين بعدة مراحل تاريخية:

1. عهد الانتداب البريطاني (1921-1948):
- إدارة الأوقاف من قبل المجلس الإسلامي الأعلى
- نظام المجلس الصادر سنة 1921م

2. بعد النكبة (1948-1967):
- إدارة الأوقاف في الضفة الغربية من قبل الأردن
- إدارة الأوقاف في غزة من قبل مصر

3. بعد الاحتلال (1967-1994):
- محاولات إسرائيلية للسيطرة على الأوقاف
- مقاومة فلسطينية للحفاظ على الأوقاف

4. السلطة الوطنية الفلسطينية (1994-الآن):
- إنشاء وزارة الأوقاف والشؤون الدينية
- إصدار قوانين وتعليمات جديدة","العنوان: تاريخ إدارة الأوقاف في فلسطين
المصدر: https://www.tawaf.ps/
ملخص/مقتطف مسترد: مرت إدارة الأوقاف في فلسطين بعدة مراحل تاريخية:

1. عهد الانتداب البريطاني (1921-1948):
- إدارة الأوقاف من قبل المجلس الإسلامي الأعلى
- نظام المجلس الصادر سنة 1921م

2. بعد النكبة (1948-1967):
- إدارة الأوقاف في الضفة الغربية من قبل الأردن
- إدارة الأوقاف في غزة من قبل مصر

3. بعد الاحتلال (1967-1994):
- محاولات إسرائيلية للسيطرة على الأوقاف
- مقاومة فلسطينية للحفاظ على الأوقاف

4. السلطة الوطنية الفلسطينية (1994-الآن):
- إنشاء وزارة الأوقاف والشؤون الدينية
- إصدار قوانين وتعليمات جديدة",historical,https://www.tawaf.ps/,,,P2_MINISTRY_ADMINISTRATIVE_REVIEW,stage_02_reference_documents_in_review_after_p1,historical;historical;P2_MINISTRY_ADMINISTRATIVE_REVIEW;old_db_recovered;kb05
14,204d6aec31d2,أحكام الوقف في الشريعة الإسلامية - محمد عبيد الكبيسي,fiqh_reference,ar,semi_official,fiqh,manual,"كتاب 'أحكام الوقف في الشريعة الإسلامية' للدكتور محمد عبيد الكبيسي من أهم الدراسات الفقهية المتخصصة في الوقف الإسلامي. نُشر الكتاب عام 1977م، ويُعد مرجعاً أساسياً في مجال الأوقاف.

يتناول الكتاب جميع جوانب الوقف الإسلامي بتفصيل شامل، ويقع في جزأين كبيرين. يعرض الكتاب أحكام الوقف في المذاهب الأربعة مع المقارنة والترجيح، كما يعرض التطبيقات العملية للوقف عبر التاريخ الإسلامي.

يتضمن الكتاب الأبواب التالية: تعريف الوقف ومشروعيته وحكمه، أركان الوقف (الواقف، الموقوف، الموقوف عليه، الصيغة)، شروط الوقف، أنواع الوقف (الخيري والأهلي والمشترك)، آثار الوقف، إدارة الوقف ونظارته، استبدال الوقف، إنهاء الوقف،","العنوان: أحكام الوقف في الشريعة الإسلامية - محمد عبيد الكبيسي
المؤلف/الجهة: محمد عبيد الكبيسي
السنة: 1977
ملخص/مقتطف مسترد: كتاب 'أحكام الوقف في الشريعة الإسلامية' للدكتور محمد عبيد الكبيسي من أهم الدراسات الفقهية المتخصصة في الوقف الإسلامي. نُشر الكتاب عام 1977م، ويُعد مرجعاً أساسياً في مجال الأوقاف.

يتناول الكتاب جميع جوانب الوقف الإسلامي بتفصيل شامل، ويقع في جزأين كبيرين. يعرض الكتاب أحكام الوقف في المذاهب الأربعة مع المقارنة والترجيح، كما يعرض التطبيقات العملية للوقف عبر التاريخ الإسلامي.

يتضمن الكتاب الأبواب التالية: تعريف الوقف ومشروعيته وحكمه، أركان الوقف (الواقف، الموقوف، الموقوف عليه، الصيغة)، شروط الوقف، أنواع الوقف (الخيري والأهلي والمشترك)، آثار الوقف، إدارة الوقف ونظارته، استبدال الوقف، إنهاء الوقف،",jurisprudence,,محمد عبيد الكبيسي,1977,P2_MINISTRY_ADMINISTRATIVE_REVIEW,stage_02_reference_documents_in_review_after_p1,jurisprudence;fiqh;P2_MINISTRY_ADMINISTRATIVE_REVIEW;old_db_recovered;kb05
15,413fcc96ae46,إحياء الوقف المتعطل - الأحكام,fiqh_reference,ar,semi_official,fiqh,manual,إذا تعطل الوقف وخرب، فللناظر أو القاضي إحياؤه وتعميره من ريع الوقف أو من بيت المال إن لم يكن للوقف ريع.,"العنوان: إحياء الوقف المتعطل - الأحكام
المصدر: الفقه الإسلامي - إدارة الأوقاف
ملخص/مقتطف مسترد: إذا تعطل الوقف وخرب، فللناظر أو القاضي إحياؤه وتعميره من ريع الوقف أو من بيت المال إن لم يكن للوقف ريع.",jurisprudence,الفقه الإسلامي - إدارة الأوقاف,,,P2_MINISTRY_ADMINISTRATIVE_REVIEW,stage_02_reference_documents_in_review_after_p1,jurisprudence;fiqh;P2_MINISTRY_ADMINISTRATIVE_REVIEW;old_db_recovered;kb05
16,a329b239daec,الوقف الإسلامي بين النظرية والتطبيق - حسن عبد الله الأمين,fiqh_reference,ar,semi_official,fiqh,manual,"كتاب 'الوقف الإسلامي بين النظرية والتطبيق' للدكتور حسن عبد الله الأمين من الدراسات الشاملة التي تجمع بين الجانب الفقهي والجانب العملي للوقف الإسلامي. نُشر الكتاب عام 2009م.

يتكون الكتاب من قسمين رئيسيين:
القسم الأول: النظرية الفقهية للوقف، ويشمل: تعريف الوقف، مشروعيته، حكمه، أركانه، شروطه، أنواعه، آثاره، وأحكامه في المذاهب الأربعة.
القسم الثاني: التطبيق العملي للوقف، ويشمل: تاريخ الأوقاف في الإسلام، نماذج من الأوقاف التاريخية، إدارة الأوقاف، استثمار الأوقاف، التحديات المعاصرة، والحلول المقترحة.

من أهم ما يميز الكتاب:
1. الجمع بين الفقه والتاريخ والإدارة والاقتصاد في دراسة الوقف.
2. عرض نماذج","العنوان: الوقف الإسلامي بين النظرية والتطبيق - حسن عبد الله الأمين
المؤلف/الجهة: حسن عبد الله الأمين
السنة: 2009
ملخص/مقتطف مسترد: كتاب 'الوقف الإسلامي بين النظرية والتطبيق' للدكتور حسن عبد الله الأمين من الدراسات الشاملة التي تجمع بين الجانب الفقهي والجانب العملي للوقف الإسلامي. نُشر الكتاب عام 2009م.

يتكون الكتاب من قسمين رئيسيين:
القسم الأول: النظرية الفقهية للوقف، ويشمل: تعريف الوقف، مشروعيته، حكمه، أركانه، شروطه، أنواعه، آثاره، وأحكامه في المذاهب الأربعة.
القسم الثاني: التطبيق العملي للوقف، ويشمل: تاريخ الأوقاف في الإسلام، نماذج من الأوقاف التاريخية، إدارة الأوقاف، استثمار الأوقاف، التحديات المعاصرة، والحلول المقترحة.

من أهم ما يميز الكتاب:
1. الجمع بين الفقه والتاريخ والإدارة والاقتصاد في دراسة الوقف.
2. عرض نماذج",jurisprudence,,حسن عبد الله الأمين,2009,P2_MINISTRY_ADMINISTRATIVE_REVIEW,stage_02_reference_documents_in_review_after_p1,jurisprudence;fiqh;P2_MINISTRY_ADMINISTRATIVE_REVIEW;old_db_recovered;kb05
17,28a683b1ed0d,النظام القانوني للأراضي الأميرية في فلسطين,legal_reference,ar,official,waqf_law,seeded,دراسة متخصصة في النوع الثاني من أنواع الأراضي في قانون الأراضي العثماني. تعتبر الأراضي الأميرية الأكثر انتشاراً في الأراضي الفلسطينية عبر المراحل التاريخية المختلفة.,"العنوان: النظام القانوني للأراضي الأميرية في فلسطين
المؤلف/الجهة: حسين عاهد العيسه
السنة: 2016
ملخص/مقتطف مسترد: دراسة متخصصة في النوع الثاني من أنواع الأراضي في قانون الأراضي العثماني. تعتبر الأراضي الأميرية الأكثر انتشاراً في الأراضي الفلسطينية عبر المراحل التاريخية المختلفة.",law,,حسين عاهد العيسه,2016,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
18,812f3d50bc3c,حق التصرف الوارد على الأراضي الأميرية وفقاً للتشريعات النافذة في فلسطين,legal_reference,ar,official,waqf_law,seeded,دراسة تحليلية مقارنة لحق التصرف الوارد على الأراضي الأميرية، سواء المستمدة من قانون الأراضي العثماني لسنة 1858م، أو القوانين الأردنية المطبقة في الضفة الغربية، أو التشريعات الصادرة عن السلطة الوطنية الفلسطينية.,"العنوان: حق التصرف الوارد على الأراضي الأميرية وفقاً للتشريعات النافذة في فلسطين
المؤلف/الجهة: أنسام عارف جاسر كراكره
السنة: 2025
ملخص/مقتطف مسترد: دراسة تحليلية مقارنة لحق التصرف الوارد على الأراضي الأميرية، سواء المستمدة من قانون الأراضي العثماني لسنة 1858م، أو القوانين الأردنية المطبقة في الضفة الغربية، أو التشريعات الصادرة عن السلطة الوطنية الفلسطينية.",law,,أنسام عارف جاسر كراكره,2025,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
19,a6c95a9cbd11,ديار بئر السبع: جنوب فلسطين العثماني - الأرض والمجتمع والدولة,legal_reference,ar,official,waqf_law,seeded,دراسة شاملة لقضاء بئر السبع الذي كان جزءاً من متصرفية القدس. يتناول الكتاب تطبيق قانون الأراضي العثماني ونظام القضاء بشأن حقوق ملكية الأراضي، ويشمل تحليلاً لقانون الأراضي، والقانون المدني، وقانون الطابو.,"العنوان: ديار بئر السبع: جنوب فلسطين العثماني - الأرض والمجتمع والدولة
المؤلف/الجهة: أحمد أمارة
السنة: 2024
ملخص/مقتطف مسترد: دراسة شاملة لقضاء بئر السبع الذي كان جزءاً من متصرفية القدس. يتناول الكتاب تطبيق قانون الأراضي العثماني ونظام القضاء بشأن حقوق ملكية الأراضي، ويشمل تحليلاً لقانون الأراضي، والقانون المدني، وقانون الطابو.",law,,أحمد أمارة,2024,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
20,b2032aa81e4f,قانون الأراضي العثماني (1858),legal_reference,ar,official,waqf_law,seeded,"القانون الأساسي الذي نظم ملكية الأراضي في الدولة العثمانية. قسّم الأراضي إلى خمسة أقسام: المملوكة، الأميرية، الموقوفة، المتروكة، والموات. ما زال ساري النفاذ في الضفة الغربية وغزة. يحتوي على 15 مادة قانونية تفصيلية.

المصدر: الدولة العثمانية
السنة: 1858
النوع: قانون","العنوان: قانون الأراضي العثماني (1858)
المصدر: الدولة العثمانية
ملخص/مقتطف مسترد: القانون الأساسي الذي نظم ملكية الأراضي في الدولة العثمانية. قسّم الأراضي إلى خمسة أقسام: المملوكة، الأميرية، الموقوفة، المتروكة، والموات. ما زال ساري النفاذ في الضفة الغربية وغزة. يحتوي على 15 مادة قانونية تفصيلية.

المصدر: الدولة العثمانية
السنة: 1858
النوع: قانون",law,الدولة العثمانية,,,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
21,b2de1d6144ee,قانون الأراضي العثماني (1858),legal_reference,ar,official,waqf_law,external_fetch,القانون الأساسي الذي نظم ملكية الأراضي في الدولة العثمانية. قسّم الأراضي إلى خمسة أقسام: المملوكة، الأميرية، الموقوفة، المتروكة، والموات. ما زال ساري النفاذ في الضفة الغربية وغزة. يحتوي على 15 مادة قانونية تفصيلية.,"العنوان: قانون الأراضي العثماني (1858)
المؤلف/الجهة: الدولة العثمانية
السنة: 1858
المصدر: https://maqam.najah.edu/legislation/169/
ملخص/مقتطف مسترد: القانون الأساسي الذي نظم ملكية الأراضي في الدولة العثمانية. قسّم الأراضي إلى خمسة أقسام: المملوكة، الأميرية، الموقوفة، المتروكة، والموات. ما زال ساري النفاذ في الضفة الغربية وغزة. يحتوي على 15 مادة قانونية تفصيلية.",law,https://maqam.najah.edu/legislation/169/,الدولة العثمانية,1858,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
22,f0ba5b7b8f92,قانون الأراضي العثماني - المادة 12: وقف الأراضي الأميرية,legal_reference,ar,official,waqf_law,seeded,,"العنوان: قانون الأراضي العثماني - المادة 12: وقف الأراضي الأميرية
المصدر: قانون الأراضي العثماني 1858",law,قانون الأراضي العثماني 1858,,,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
23,57cd8e2f7576,قانون الأراضي العثماني - المادة 1: تعريف الأراضي,legal_reference,ar,official,waqf_law,seeded,"المادة الأولى: الأراضي على خمسة أقسام:
1. الأراضي المملوكة (الملك): وهي الأراضي التي يملكها الأفراد ملكية تامة بموجب سند رسمي، ويحق لهم التصرف فيها بالبيع والشراء والهبة والوقف والإرث دون قيد أو شرط.
2. الأراضي الأميرية: وهي الأراضي التي تعود رقبتها للدولة، ويكون للأفراد حق التصرف فيها فقط. لا يجوز بيع رقبة الأرض الأميرية، وإنما يباع حق التصرف فقط.
3. الأراضي الموقوفة: وهي الأراضي التي وقفها أصحابها لجهة خيرية أو ذرية، ولا يجوز بيعها أو التصرف فيها إلا وفق شروط الواقف.
4. الأراضي المتروكة: وهي الأراضي المخصصة للمنفعة العامة كالطرق والساحات والمراعي، ولا يجوز تملكها أو التصرف فيها.
5. الأراضي ا","العنوان: قانون الأراضي العثماني - المادة 1: تعريف الأراضي
المصدر: قانون الأراضي العثماني 1858
ملخص/مقتطف مسترد: المادة الأولى: الأراضي على خمسة أقسام:
1. الأراضي المملوكة (الملك): وهي الأراضي التي يملكها الأفراد ملكية تامة بموجب سند رسمي، ويحق لهم التصرف فيها بالبيع والشراء والهبة والوقف والإرث دون قيد أو شرط.
2. الأراضي الأميرية: وهي الأراضي التي تعود رقبتها للدولة، ويكون للأفراد حق التصرف فيها فقط. لا يجوز بيع رقبة الأرض الأميرية، وإنما يباع حق التصرف فقط.
3. الأراضي الموقوفة: وهي الأراضي التي وقفها أصحابها لجهة خيرية أو ذرية، ولا يجوز بيعها أو التصرف فيها إلا وفق شروط الواقف.
4. الأراضي المتروكة: وهي الأراضي المخصصة للمنفعة العامة كالطرق والساحات والمراعي، ولا يجوز تملكها أو التصرف فيها.
5. الأراضي ا",law,قانون الأراضي العثماني 1858,,,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
24,8cb0d0a274d0,قانون الأراضي العثماني - المادة 3: الأراضي الأميرية,legal_reference,ar,official,waqf_law,seeded,,"العنوان: قانون الأراضي العثماني - المادة 3: الأراضي الأميرية
المصدر: قانون الأراضي العثماني 1858",law,قانون الأراضي العثماني 1858,,,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
25,b0b6e8448b06,قانون العدل والإنصاف للقضاء على مشكلات الأوقاف - محمد قدري باشا,legal_reference,ar,official,waqf_law,seeded,,"العنوان: قانون العدل والإنصاف للقضاء على مشكلات الأوقاف - محمد قدري باشا
المصدر: محمد قدري باشا",law,محمد قدري باشا,,,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
26,935ae07aaa71,مجلة الأحكام العدلية,legal_reference,ar,official,waqf_law,seeded,,العنوان: مجلة الأحكام العدلية,law,,,,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
27,531ef9b0eb9b,التنظيم القانوني للأراضي في فلسطين (1858 - الحاضر),recovered_reference,ar,official,public_info,external_fetch,دراسة تعرض حيازة الأراضي في فلسطين في ظل العثمانيين (القوانين التي تنظّم تسجيل وشراء وبيع الأراضي)، يليها الأساليب المختلفة التي اتبعها الانتداب البريطاني، والحركة الصهيونية.,"العنوان: التنظيم القانوني للأراضي في فلسطين (1858 - الحاضر)
المؤلف/الجهة: مؤسسة الدراسات الفلسطينية
المصدر: https://www.palquest.org/ar/selectivechrono/240/
ملخص/مقتطف مسترد: دراسة تعرض حيازة الأراضي في فلسطين في ظل العثمانيين (القوانين التي تنظّم تسجيل وشراء وبيع الأراضي)، يليها الأساليب المختلفة التي اتبعها الانتداب البريطاني، والحركة الصهيونية.",reference,https://www.palquest.org/ar/selectivechrono/240/,مؤسسة الدراسات الفلسطينية,,P2_OFFICIAL_REFERENCE_REVIEW,stage_02_reference_documents_in_review_after_p1,reference;public_info;P2_OFFICIAL_REFERENCE_REVIEW;old_db_recovered;kb05
28,144efe4d0432,قرار بقانون رقم (2) لسنة 2023م بشأن تعديل قانون الأوقاف,administrative_reference,ar,official,administrative,external_fetch,"قرار بقانون صادر عن السلطة الوطنية الفلسطينية لتعديل قانون الأوقاف والشؤون والمقدسات الإسلامية رقم (26) لسنة 1966م.

المادة (6) مكرر - المضافة:
1. تتولى الوزارة جباية الرسوم والأحكار والأعشار الخاصة بالأوقاف الإسلامية
2. تستوفي الوزارة جميع المستحقات المالية المتعلقة بالأوقاف
3. تدير الوزارة أموال الأوقاف وفقاً للأحكام الشرعية والقانونية

الهدف: تعزيز صلاحيات وزارة الأوقاف في إدارة الأموال الوقفية وجباية الرسوم.","العنوان: قرار بقانون رقم (2) لسنة 2023م بشأن تعديل قانون الأوقاف
المصدر: http://muqtafi.birzeit.edu/pg/getleg.asp?id=18715
ملخص/مقتطف مسترد: قرار بقانون صادر عن السلطة الوطنية الفلسطينية لتعديل قانون الأوقاف والشؤون والمقدسات الإسلامية رقم (26) لسنة 1966م.

المادة (6) مكرر - المضافة:
1. تتولى الوزارة جباية الرسوم والأحكار والأعشار الخاصة بالأوقاف الإسلامية
2. تستوفي الوزارة جميع المستحقات المالية المتعلقة بالأوقاف
3. تدير الوزارة أموال الأوقاف وفقاً للأحكام الشرعية والقانونية

الهدف: تعزيز صلاحيات وزارة الأوقاف في إدارة الأموال الوقفية وجباية الرسوم.",administrative,http://muqtafi.birzeit.edu/pg/getleg.asp?id=18715,,,P2_OFFICIAL_REFERENCE_REVIEW,stage_02_reference_documents_in_review_after_p1,administrative;administrative;P2_OFFICIAL_REFERENCE_REVIEW;old_db_recovered;kb05
